date,load
2015-11-08 00:00:00+00:00,12885.875
2015-11-09 00:00:00+00:00,19067.708333333332
2015-11-10 00:00:00+00:00,20290.25
2015-11-11 00:00:00+00:00,20227.833333333332
2015-11-12 00:00:00+00:00,20175.0
2015-11-13 00:00:00+00:00,19692.25
2015-11-14 00:00:00+00:00,15416.083333333334
2015-11-15 00:00:00+00:00,13068.708333333334
2015-11-16 00:00:00+00:00,19725.083333333332
2015-11-17 00:00:00+00:00,20796.416666666668
2015-11-18 00:00:00+00:00,20948.166666666668
2015-11-19 00:00:00+00:00,21011.791666666668
2015-11-20 00:00:00+00:00,20700.083333333332
2015-11-21 00:00:00+00:00,16117.833333333334
2015-11-22 00:00:00+00:00,13584.833333333334
2015-11-23 00:00:00+00:00,20463.791666666668
2015-11-24 00:00:00+00:00,21275.041666666668
2015-11-25 00:00:00+00:00,21901.333333333332
2015-11-26 00:00:00+00:00,21722.375
2015-11-27 00:00:00+00:00,21293.0
2015-11-28 00:00:00+00:00,16641.833333333332
2015-11-29 00:00:00+00:00,13995.375
2015-11-30 00:00:00+00:00,20389.875
2015-12-01 00:00:00+00:00,21028.583333333332
2015-12-02 00:00:00+00:00,21532.0
2015-12-03 00:00:00+00:00,21646.083333333332
2015-12-04 00:00:00+00:00,21692.0
2015-12-05 00:00:00+00:00,16693.916666666668
2015-12-06 00:00:00+00:00,14424.833333333334
2015-12-07 00:00:00+00:00,16231.416666666666
2015-12-08 00:00:00+00:00,14094.083333333334
2015-12-09 00:00:00+00:00,21000.208333333332
2015-12-10 00:00:00+00:00,21868.333333333332
2015-12-11 00:00:00+00:00,21431.666666666668
2015-12-12 00:00:00+00:00,16716.416666666668
2015-12-13 00:00:00+00:00,14256.541666666666
2015-12-14 00:00:00+00:00,20711.416666666668
2015-12-15 00:00:00+00:00,21938.708333333332
2015-12-16 00:00:00+00:00,21725.125
2015-12-17 00:00:00+00:00,21422.583333333332
2015-12-18 00:00:00+00:00,20908.125
2015-12-19 00:00:00+00:00,16280.5
2015-12-20 00:00:00+00:00,13944.833333333334
2015-12-21 00:00:00+00:00,19425.833333333332
2015-12-22 00:00:00+00:00,19090.458333333332
2015-12-23 00:00:00+00:00,18345.958333333332
2015-12-24 00:00:00+00:00,14035.625
2015-12-25 00:00:00+00:00,11225.5
2015-12-26 00:00:00+00:00,11493.041666666666
2015-12-27 00:00:00+00:00,12204.666666666666
2015-12-28 00:00:00+00:00,15573.25
2015-12-29 00:00:00+00:00,15785.5
2015-12-30 00:00:00+00:00,15003.416666666666
2015-12-31 00:00:00+00:00,13734.0
2016-01-01 00:00:00+00:00,11552.208333333334
2016-01-02 00:00:00+00:00,12977.708333333334
2016-01-03 00:00:00+00:00,12177.666666666666
2016-01-04 00:00:00+00:00,16039.25
2016-01-05 00:00:00+00:00,16349.541666666666
2016-01-06 00:00:00+00:00,13403.333333333334
2016-01-07 00:00:00+00:00,18936.0
2016-01-08 00:00:00+00:00,19533.833333333332
2016-01-09 00:00:00+00:00,15872.458333333334
2016-01-10 00:00:00+00:00,13592.416666666666
2016-01-11 00:00:00+00:00,20055.25
2016-01-12 00:00:00+00:00,20686.083333333332
2016-01-13 00:00:00+00:00,21054.708333333332
2016-01-14 00:00:00+00:00,21641.333333333332
2016-01-15 00:00:00+00:00,21226.208333333332
2016-01-16 00:00:00+00:00,16442.666666666668
2016-01-17 00:00:00+00:00,13950.125
2016-01-18 00:00:00+00:00,20819.791666666668
2016-01-19 00:00:00+00:00,22069.458333333332
2016-01-20 00:00:00+00:00,22111.708333333332
2016-01-21 00:00:00+00:00,21930.541666666668
2016-01-22 00:00:00+00:00,21909.291666666668
2016-01-23 00:00:00+00:00,17101.958333333332
2016-01-24 00:00:00+00:00,14417.625
2016-01-25 00:00:00+00:00,20635.708333333332
2016-01-26 00:00:00+00:00,21480.166666666668
2016-01-27 00:00:00+00:00,21695.541666666668
2016-01-28 00:00:00+00:00,21631.291666666668
2016-01-29 00:00:00+00:00,21007.0
2016-01-30 00:00:00+00:00,16432.041666666668
2016-01-31 00:00:00+00:00,13685.625
2016-02-01 00:00:00+00:00,20240.708333333332
2016-02-02 00:00:00+00:00,21601.5
2016-02-03 00:00:00+00:00,21784.333333333332
2016-02-04 00:00:00+00:00,21117.666666666668
2016-02-05 00:00:00+00:00,20774.208333333332
2016-02-06 00:00:00+00:00,16483.166666666668
2016-02-07 00:00:00+00:00,14339.541666666666
2016-02-08 00:00:00+00:00,20248.458333333332
2016-02-09 00:00:00+00:00,21169.0
